INSTNM,CONTROL,DEBT_MDN,C150_4_POOLED_SUPP,RPY_3YR_RT_SUPP,UGDS
DeVry University-California,3,12805,0.1818,0.3764165573,2081
DeVry University-Florida,3,12805,0.225,0.3764165573,188
DeVry University-Georgia,3,12805,0.1935,0.3764165573,472
DeVry University-Illinois,3,12805,0.4008,0.3764165573,25975
DeVry University-Nevada,3,12805,PS,0.3764165573,4
DeVry University-New Jersey,3,12805,0.0811,0.3764165573,68
DeVry University-Ohio,3,12805,0.3148,0.3764165573,218
DeVry University-Texas,3,12805,0.1429,0.3764165573,26
DeVry University-Virginia,3,12805,PS,0.3764165573,25
University of North Georgia,1,9673,0.3771,0.6308356218,15542
South Georgia State College,1,7000,0.188,0.2664652568,1553
Northeastern University Professional Programs,2,22000,NA,0.7869451697,1674
Florida Polytechnic University,1,7500,0.4961,NA,1556
American Institute-Toms River,3,9304,NA,0.2478231748,463
Alamo City Barber College,3,5281,NA,PS,180
Arizona College-Mesa,3,9500,NA,0.3,133
American College of Healthcare and Technology,3,9500,NA,0.2177700348,155
Antioch College,2,6518,0.2549,NA,127
Texas A&M University-Central Texas,1,13000,NA,NA,1698
Central Georgia Technical College,1,5500,NA,0.1907810499,5602
Barber School of Pittsburgh,3,13583,NA,PS,78
Innovate Salon Academy,3,6333,NA,PS,247
Arizona State University Digital Immersion,1,13610,0.2739,0.5848558828,49000
Louisiana Delta Community College,1,7618,NA,NA,2933
The Fab School,3,4449,NA,0.65,164
Networks Barber College,3,15900,NA,PS,50
JB's Hair Design and Barber College,3,PS,NA,NA,63
Paul Mitchell the School-Lombard,3,9500,NA,0.3719512195,73
Paul Mitchell the School-Greenville,3,9500,NA,0.3973288815,147
Barber and Beauty Academy of Pennsylvania,3,3167,NA,PS,44
Delta College of Arts & Technology-Lafayette Campus,3,5899,NA,0.5096011817,183
Delta College-Slidell Campus,3,6200,NA,0.5503597122,135
Integrity College of Health,3,8444,0.6585,PS,158
Electrical and HVAC/R Training Center,3,6022,NA,NA,236
Alexander Paul Institute of Hair Design,3,8750,NA,PS,37
More Tech Institute,3,6186,NA,NA,72
Dorsey College-Dearborn,3,9500,NA,0.2051093098,450
Neecee's Barber College,3,9500,NA,NA,33
Bella Cosmetology and Barber College,3,8583,NA,NA,71
Franklin Hair Academy School of Cosmetology,3,PS,NA,NA,75
Ana G. Mendez University,2,5592,NA,NA,4897
Ohio Institute of Allied Health,2,9499,NA,PS,39
Access Careers,3,5500,NA,PS,408
Luckes Beauty Academy LLC,3,9500,NA,NA,21
Total Transformation Institute of Cosmetology,3,6009,NA,PS,94
Vibe Barber College,3,9500,NA,NA,63
Champ's Barber School,3,9500,NA,PS,45
Washington University of Science and Technology,3,PS,0.7568,NA,302
East-West Healing Arts Institute,3,8444,NA,NA,44
Standard Healthcare Services-College of Nursing,3,14680,NA,PS,719
Philadelphia Technician Training,2,9500,NA,PS,492
Grace International Beauty School,3,PS,NA,NA,15
Alliance Computing Solutions,3,5709,NA,NA,4
InterAmerican Technical Institute,3,7917,NA,NA,606
Bay Area Medical Academy,3,8291,NA,NA,159
Mind Body Institute,3,7389,NA,PS,36
Parisian Spa Institute,3,3167,NA,NA,198
Creative Touch Cosmetology School,3,PS,NA,PS,21
LaBarberia Institute of Hair,3,12000,NA,PS,213
Bos-Man's Barber College,3,14000,NA,PS,54
Lawrence & Company College of Cosmetology,3,6333,NA,NA,38
Alabama College of Osteopathic Medicine,2,NA,NA,NA,NA
High Desert Medical College,3,9500,NA,PS,1721
Paul Mitchell the School-Schenectady,3,6492,NA,NA,93
Beyond Measure Barbering Institute,3,9500,NA,NA,49
Barber Institute of Texas,3,9500,NA,NA,16
Jupiter Beauty Academy,3,2333,NA,NA,207
MedQuest College,3,9196,NA,PS,273
First Coast Barber Academy,3,9000,NA,PS,50
Debutantes School of Cosmetology and Nail Technology,3,7867,NA,NA,65
Paul Mitchell the School-Farmington Hills,3,9833,NA,NA,105
Paul Mitchell the School-Merrillville,3,9833,NA,NA,70
TIGI Hairdressing Academy Newtown,3,9833,NA,PS,96
Yahweh Beauty Academy,3,PS,NA,NA,42
Arizona School of Integrative Studies,3,8347,NA,NA,161
Lee Professional Institute,3,5970,NA,NA,35
Park Place Premier Barber School,3,15587,NA,NA,22
The Salon Professional Academy-San Jose,3,6333,NA,NA,231
Tri-Community Adult Education,1,PS,NA,NA,217
Ross Medical Education Center-Owensboro,3,8481,NA,0.3016591252,29
Ross Medical Education Center-Evansville,3,9389,NA,0.3171806167,68
Ross Medical Education Center-Johnson City,3,9389,NA,0.3171806167,67
North-West College-Anaheim,3,9500,NA,0.3725296443,455
North-West College-Long Beach,3,9500,NA,0.3725296443,576
Taylor Andrews Academy of Hair Design-Provo,3,9500,NA,0.4402515723,148
University of Florida-Online,1,14000,0.7815,0.6880226425,4577
Ogle School Hair Skin Nails-Stafford,3,7917,NA,0.33,516
University of Phoenix-Arizona,3,16690,0.1874,0.2802824942,76996
University of Phoenix-California,3,16690,0.2143,0.2802824942,155
University of Phoenix-Nevada,3,16690,0.125,0.2802824942,NA
University of Phoenix-Texas,3,16690,0.1224,0.2802824942,20
Minerva University,2,NA,0.8628,NA,603
University of West Los Angeles,3,NA,NA,NA,6
Rabbinical College Ohr Yisroel,2,PS,0.4507,NA,116
Aveda Institute-Phoenix,3,6333,NA,0.5398230088,202
University of North Texas at Dallas,1,12500,0.4388,NA,2914
Dermal Science International Aesthetics and Nail Academy,3,6333,NA,NA,35
BridgeValley Community & Technical College,1,5256,NA,0.3622291022,1734
Northwest College-Medford,3,6333,NA,0.2794486216,72
Houston Training Schools-Gessner,3,PS,NA,NA,155
Empire Beauty School-Buffalo,3,6633,NA,0.2742574257,78
Paul Mitchell the School-Toledo,3,9833,NA,0.3519061584,169
Georgia Military College,1,5500,0.3524,0.2551763804,3936
Beau Monde Academy of Barbering and Cosmetology,3,8769,NA,0.2547770701,120
Fountain of Youth Academy of Cosmetology,3,5500,NA,NA,52
West Coast University-Miami,3,24145,PS,0.69375,900
Aparicio-Levy Technical College,1,PS,NA,NA,137
The Vocational Nursing Institute Inc,2,9500,NA,NA,20
Hollywood Institute of Beauty Careers-West Palm Beach,3,6105,NA,0.2251381215,287
Hollywood Institute of Beauty Careers-Casselberry,3,6105,NA,0.2251381215,303
Empire Beauty School-Cheltenham,3,7851,NA,0.2978723404,151
High Tech High Graduate School of Education,2,NA,NA,NA,NA
Coachella Valley Beauty College-Hemet,3,2333,NA,0.5769230769,101
Coastal Pines Technical College,1,PS,NA,NA,1688
Studio Beauty School,3,6333,NA,NA,106
Latin Beauty Academy,3,6334,NA,NA,214
Associated Barber College of San Diego,3,15340,NA,NA,116
ABCO Technology,3,PS,NA,NA,121
Lionel University,3,6334,0.5967,NA,480
California Intercontinental University,3,7404,0.1024,NA,141
Infinity College,3,6333,NA,NA,104
Universal Healthcare Careers College,3,PS,NA,NA,279
New Beginnings Beauty Academy,3,9500,NA,NA,25
Dolce The Academy,3,8665,NA,NA,42
American College of the Building Arts,2,10500,0.5818,NA,140
River Valley School of Massage,3,PS,NA,NA,12
Atlantis University,3,15900,0.6744,NA,313
Westchester School for Medical & Dental Assistants,3,4097,NA,NA,35
Studio Incamminati,2,PS,NA,NA,40
Salon Boutique Academy,3,7736,NA,NA,191
GA Beauty & Barber School,3,2400,NA,NA,199
The Recording Conservatory of Austin,3,4125,NA,NA,82
VH Barber & Styling Academy,3,9500,NA,NA,24
Bet Medrash Gadol Ateret Torah,2,PS,0.4468,NA,108
Yeshiva Ohr Yisrael,2,PS,PS,NA,17
Yeshiva Sholom Shachna,2,PS,0.1852,NA,118
Bethlehem College & Seminary,2,NA,0.5833,NA,92
Elmezzi Graduate School of Molecular Medicine,2,NA,NA,NA,NA
Theatre of Arts,3,7489,NA,NA,37
Westchester College of Nursing & Allied Health,3,PS,NA,NA,11
Treasure Coast Technical College,1,PS,NA,NA,67
American College of Barbering,3,9399,NA,NA,75
Beth Medrash Meor Yitzchok,2,PS,0.2845,NA,222
Mingo Extended Learning Center,1,PS,NA,NA,13
San Ignacio University,3,PS,0.7368,NA,75
ZMS The Academy,3,3666,NA,NA,228
Valor Christian College,2,12270,0.4819,NA,352
Bethany Global University,2,11598,0.6857,NA,162
HVAC Technical Institute,3,6851,NA,NA,216
United International College,3,PS,0.9474,NA,175
San Francisco Film School,3,PS,NA,NA,141
Center for Ultrasound Research & Education,3,10000,NA,NA,35
Culinary Tech Center,3,6333,NA,NA,44
Randolph Technical Center,1,PS,NA,NA,11
AMG School of Nursing,3,9942,NA,NA,570
Saint Michael College of Allied Health,3,15187,NA,NA,123
Presidio Graduate School,2,PS,NA,NA,NA
Sandra Academy of Salon Services,3,7910,NA,NA,73
California Jazz Conservatory,2,PS,PS,NA,20
California Barber and Beauty College,3,PS,NA,NA,61
Laredo CHI Academy Beauty School,3,PS,NA,NA,56
Florida International Training Institute,3,3200,NA,NA,695
Gould's Academy,3,7767,NA,NA,164
Aviation Institute of Maintenance-Fremont,3,19500,NA,NA,256
Paul Mitchell the School-Tulsa,3,9822,NA,NA,249
PPG Technical College,3,PS,NA,NA,194
Academy of Professional Cosmetology,3,4750,NA,NA,171
Empire Beauty School-Northlake,3,7050,NA,0.2604951561,117
Ross Medical Education Center-Huntsville,3,7504,NA,0.2767894084,109
Ross Medical Education Center-Knoxville,3,5500,NA,0.3177172061,75
Ross Medical Education Center-Muncie,3,7719,NA,0.3100107643,54
Cortiva Institute-Arlington,3,7485,NA,0.4033898305,90
Tulsa Welding School-Houston,3,6886,NA,0.3273514851,1799
Pima Medical Institute-El Paso,3,9500,NA,0.4626200015,667
Pima Medical Institute-Phoenix,3,5500,NA,0.4047619048,830
Kennesaw State University,1,14250,0.4723,0.5311075887,39503
Entourage Institute of Beauty and Esthetics,3,7000,NA,0.2826086957,49
Eastern Suffolk BOCES,1,8550,NA,0.582781457,9
Eastern Suffolk BOCES,1,8550,NA,0.582781457,31
Milligan University,2,18800,0.6181,0.7207207207,783
Chamberlain University-Nevada,3,16458,PS,0.595370464,573
Chamberlain University-Michigan,3,16458,PS,0.595370464,643
Chamberlain University-New Jersey,3,16458,PS,0.595370464,1316
Paul Mitchell the School-Madison,3,9500,NA,0.2608695652,52
The University of Tennessee Health Science Center,1,11250,NA,PS,376
Unitech Training Academy-New Orleans,3,6859,NA,0.395465995,65
Wade Gordon Hairdressing Academy-Lubbock,3,7710,NA,0.3142857143,101
Protege Academy,3,9833,NA,0.2222222222,33
Emory University-Oxford College,2,16750,NA,0.7968103957,973
The Chicago School at Xavier University of Louisiana,2,10250,NA,PS,NA
Southern Regional Technical College,1,PS,NA,NA,2960
Texas College of Cosmetology-Lubbock,3,5500,NA,NA,89
Fortis College-Cuyahoga Falls,3,11501,NA,0.3052090976,489
Jones Technical Institute,2,6333,NA,0.3703703704,522
Texas State Technical College,1,6334,NA,0.345688351,9153
Aveda Institute Portland-Vancouver Campus,3,6211,NA,0.4970930233,130
Arizona College of Nursing-Las Vegas,3,9500,PS,0.3,1185
Florida Career College-Pembroke Pines,3,9365,NA,0.2288135593,156
Florida Career College-West Palm Beach,3,9365,NA,0.2288135593,193
Florida Career College-Hialeah,3,9365,NA,0.2288135593,185
Florida Career College-Lauderdale Lakes,3,9365,NA,0.2288135593,204
Florida Career College-Tampa,3,9365,NA,0.2288135593,159
Florida Career College-Jacksonville,3,9365,NA,0.2288135593,173
Florida Career College-Boynton Beach,3,9365,NA,0.2288135593,149
Florida Career College-Margate,3,9365,NA,0.2288135593,130
Florida Career College-Orlando,3,9365,NA,0.2288135593,153
UEI College-Phoenix,3,9500,NA,0.2426105153,1148
Florida Career College-Houston,3,9365,NA,0.2288135593,264
Aveda Institute-Madison,3,6333,NA,0.5119047619,85
Husson University,2,21500,0.5832,0.6153846154,2395
Tricoci University of Beauty Culture-Elgin,3,7307,NA,0.4653465347,154
Concorde Career College-Southaven,3,9500,NA,0.2654224987,114
Universal Technical Institute-Southern California,3,11183,NA,0.4811762665,1447
Northwest University-Center for Online and Extended Education,2,15000,0.3404,0.6572580645,477
Celebrity Barber School,3,6333,NA,PS,16
California Institute of Advanced Management,2,NA,NA,NA,NA
Academy of Interactive Entertainment,2,11803,NA,NA,113
The Temple Annapolis-A Paul Mitchell Partner School,3,9833,NA,0.4454545455,221
Yeshiva Zichron Aryeh,2,PS,PS,NA,36
Butte County Regional Occupational Program,1,4155,NA,NA,41
Arclabs,3,6944,NA,NA,643
Top of the Line Barber College,3,8549,NA,NA,60
Midfield Institute of Cosmetology,2,8649,NA,NA,13
American Institute of Alternative Medicine,3,PS,NA,NA,32
Felbry College,3,9500,0.8219,NA,214
Regional Center for Border Health,2,PS,NA,NA,191
Kentucky Horseshoeing School,3,8000,NA,NA,24
Image Maker Beauty Institute,3,9665,NA,NA,64
Dalton Institute of Esthetics and Cosmetology,3,6222,NA,NA,71
CAAN Academy of Nursing,2,9500,NA,NA,90
Martinsburg College,3,PS,0.7941,NA,3214
Alhambra Medical University,3,PS,NA,NA,35
Central Yeshiva Beth Joseph,2,PS,NA,NA,22
Garden State Science and Technology Institute,3,7412,NA,NA,576
Barber Tech Academy,3,4750,NA,NA,67
Abraham Lincoln University,3,8984,PS,NA,49
Med College,3,17828,NA,NA,297
Sonoran Desert Institute,3,7786,NA,NA,4763
Natural Images Beauty College,3,7917,NA,NA,87
Textures Institute of Cosmetology,3,6332,NA,NA,23
Williams Technical College,3,6333,NA,NA,99
PiBerry Institute,3,9500,NA,NA,96
Ea La Mar's Cosmetology & Barber College,3,5500,NA,NA,32
Regina Webb Academy,3,7448,NA,NA,15
DeHart Technical School,3,7052,NA,NA,80
Medical Career & Technical College,3,5500,NA,NA,199
Center for Neurosomatic Studies,3,PS,NA,NA,23
Focus Personal Training Institute,3,6333,NA,NA,69
Hair Academy School of Barbering & Beauty,3,9500,NA,NA,25
Fosbre Academy of Hair Design,3,10556,NA,NA,86
National Personal Training Institute,3,6333,NA,NA,43
Mission Beauty Institute,3,4750,NA,NA,34
Elim Bible Institute and College,2,9241,0.7193,NA,94
Beth Medrash of Asbury Park,2,PS,0.0256,NA,109
Hope College of Arts and Sciences,3,9500,NA,NA,71
Yeshiva Gedolah Shaarei Shmuel,2,PS,0.6905,NA,132
Premier Barber Institute,3,9500,NA,NA,83
International Beauty Education Center,3,6333,NA,NA,111
Claremont Lincoln University,2,NA,NA,NA,17
Phipps Academy of Barbering,3,6556,NA,NA,26
Hoss Lee Academy,3,6333,NA,NA,97
Indiana Wellness College,3,7389,NA,NA,154
Kenny's Academy of Barbering,3,9500,NA,NA,147
Seattle Film Institute,3,12063,0.7667,NA,60
Arkansas Colleges of Health Education,2,NA,NA,NA,NA
Burrell College of Osteopathic Medicine,3,NA,NA,NA,NA
California College of Music,3,NA,NA,NA,7
California Health Sciences University,3,NA,NA,NA,NA
Christian Culinary Academy,2,NA,NA,NA,21
Glitz School of Cosmetology,3,7307,NA,NA,33
Indiana Wesleyan University-National & Global,2,14335,0.3871,0.5428111854,5808
NationsUniversity,2,NA,NA,NA,447
Northeast Lakeview College,1,5500,NA,NA,5689
Paul Mitchell the School-Jessup,3,6333,NA,0.480952381,125
John Patrick University of Health and Applied Sciences,3,18000,NA,NA,289
University of Saint Katherine,2,15000,PS,NA,230
Teachers College of San Joaquin,1,NA,NA,NA,585
U.S. Truck Driver Training School,3,6354,NA,NA,265
University of the People,2,NA,0.33,NA,19276
South Dade Technical College-South Dade Skills Center Campus,1,PS,NA,NA,205
Wongu University of Oriental Medicine,2,NA,NA,NA,NA
Alabama School of Nail Technology & Cosmetology,3,16500,NA,NA,102
Tulsa Technology Center,1,PS,NA,NA,1284
Ross Medical Education Center-Elyria,3,8481,NA,0.3016591252,58
Ross Medical Education Center-Lafayette,3,9389,NA,0.3171806167,77
Ross Medical Education Center-Midland,3,7719,NA,0.3100107643,36
Paul Mitchell the School-Clear Lake,3,9500,NA,0.3759398496,129
Paul Mitchell the School-Nampa,3,9500,NA,0.447761194,107
Academy of Beauty Professionals,3,6333,NA,0.2597402597,65
Academy of Beauty Professionals,3,6333,NA,0.2597402597,77
Academy of Beauty Professionals,3,6333,NA,0.2597402597,84
Kenneth Shuler School of Cosmetology-Goose Creek,3,5775,NA,0.2319391635,128
Clovis Community College,1,3500,NA,NA,6759
Boca Beauty Academy-Parkland,3,5848,NA,0.4777777778,205
American Beauty Academy-West Valley Campus,3,5651,NA,0.3968253968,26
Caribbean Aviation Training Institute Inc,3,PS,NA,NA,191
The College of Health Care Professions-McAllen Campus,3,9473,NA,0.3218982276,728
Institute of Buddhist Studies,2,NA,NA,NA,NA
Chamberlain University-North Carolina,3,16458,PS,0.595370464,216
Chamberlain University-California,3,16458,PS,0.595370464,676
Spartan College of Aeronautics and Technology,3,20000,NA,0.384469697,261
Purdue University Global,1,11648,0.3036,0.2559600944,31502
Pima Medical Institute-Dillon,3,5250,NA,0.3381294964,21
Arthur's Beauty College,3,9500,NA,0.320754717,67
West Coast University-Center for Graduate Studies,3,24145,NA,0.69375,NA
Carolina University,2,11005,0.3011,0.5972222222,424
National Personal Training Institute-Tampa,3,6333,NA,NA,26
Presbyterian Theological Seminary in America,2,PS,PS,NA,38
HCI College,3,18312,0.4419,NA,169
America Evangelical University,2,PS,PS,NA,71
Gadsden Technical College,1,PS,NA,NA,58
Virginia University of Integrative Medicine,2,NA,NA,NA,NA
Nashville Film Institute,3,5500,NA,NA,33
Los Angeles Academy of Figurative Art,3,PS,PS,NA,4
Westcliff University,3,7500,0.5042,NA,2037
World Class Academy of Beauty Careers,3,7654,NA,NA,24
Allied Health Careers Institute,3,2728,NA,NA,47
Sacramento Ultrasound Institute,3,14750,NA,NA,104
Regan Career Institute,3,5029,NA,NA,51
Bolivar Technical College,2,11000,PS,NA,144
MAK Beauty Institute,3,5501,NA,NA,9
Reformed University,2,PS,PS,NA,287
Mobile Technical Training,3,6365,NA,NA,31
American Barber and Beauty Academy,3,8028,NA,NA,118
Master's Barber & Styling College,3,9500,NA,NA,26
Yeshiva Shaar Ephraim,2,PS,0.0732,NA,138
California Institute of Arts & Technology,3,4750,0.6423,NA,14
Elite Cosmetology Barber & Spa Academy,3,5500,NA,NA,55
Cutting Edge Academy,3,8444,NA,NA,94
Yeshiva Bais Aharon,2,PS,0.1132,NA,13
Mechon L'hoyroa,2,PS,PS,NA,124
Elyon College,2,PS,NA,NA,25
Western Michigan University Homer Stryker M.D. School of Medicine,2,NA,NA,NA,NA
Harmony Health Care Institute,3,12264,NA,NA,164
American Beauty and Trade School,3,3500,NA,NA,80
Hogan Institute of Cosmetology and Esthetics,3,9833,NA,NA,71
J's Barber College,3,13250,NA,NA,23
Ann Webb Skin Institute,3,7917,NA,NA,181
Apex Academy Hair Skin Nails School of Cosmetology,3,PS,NA,NA,16
The Esthetic Institute,3,6333,NA,NA,107
Massage Institute of Memphis,3,7391,NA,NA,20
Metro Detroit Barber College,2,NA,NA,NA,30
Digital Media Institute,2,5500,NA,NA,13
Yeshiva Ohr Naftoli,2,PS,PS,NA,43
Bais Medrash Mayan Hatorah,2,PS,0.7187,NA,25
Allgood Beauty Institute,3,7891,NA,NA,20
Ray J's College of Hair,3,9833,NA,NA,34
Manuel and Theresa's School of Hair Design,3,6692,NA,0.141025641,4
Cincinnati School of Barbering & Hair Design,3,PS,NA,NA,48
L Makeup Institute,3,6702,NA,NA,95
Peloton College,3,9500,NA,0.1830985915,103
Northern Technical College,3,9500,NA,NA,30
Maine Media College,2,PS,NA,NA,0
Purdue University Northwest,1,13031,0.4419,0.4215463331,5786
Ross Medical Education Center-Portage,3,7504,NA,0.2767894084,94
Ross College-Canton,3,7719,NA,0.3100107643,344
Ross College-Grand Rapids North,3,5500,NA,0.3177172061,267
American Institute-Somerset,3,9304,NA,0.2478231748,274
Platt College-Anaheim,3,15215,0.5805,0.3419607843,405
Advantage Career Institute,3,4856,NA,NA,149
Bull City Durham Beauty and Barber College,3,9500,NA,PS,32
Fortis College-Cutler Bay,3,12949,NA,0.2004830918,358
Yeshiva Kollel Tifereth Elizer,2,PS,0.3256,NA,373
Strand Institute of Beauty & Esthetics,3,7859,NA,NA,71
